"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.experimentcode","Answer.surveycode","Approve","Reject"
"37VUR2VJ6BZV6PDJ4RDW302MNSUC1Z","3T5H7R2NRDVL4ADFNLS5R4MSF2YWZB","Play a word guessing game.","Watch someone spell out a word by stacking lettered blocks, and guess which word they are spelling. Get bonus payment if you guess correctly!","survey, experiment, psychology, questionnaire, study, game","$2.00","Fri Dec 04 12:50:00 PST 2020","9","BatchId:4270661;OriginalHitTemplateId:920937340;","3600","259200","Fri Dec 11 12:50:00 PST 2020","","","31IBVUNM9U9LHXBLS9SN6EQTWV1FVM","A1561P9VVA3C1C","Submitted","Fri Dec 04 13:50:44 PST 2020","Fri Dec 04 14:02:32 PST 2020","Mon Dec 07 14:02:32 PST 2020","","","","708","0% (0/0)","0% (0/0)","0% (0/0)","0","1607118747929","115400"
"37VUR2VJ6BZV6PDJ4RDW302MNSUC1Z","3T5H7R2NRDVL4ADFNLS5R4MSF2YWZB","Play a word guessing game.","Watch someone spell out a word by stacking lettered blocks, and guess which word they are spelling. Get bonus payment if you guess correctly!","survey, experiment, psychology, questionnaire, study, game","$2.00","Fri Dec 04 12:50:00 PST 2020","9","BatchId:4270661;OriginalHitTemplateId:920937340;","3600","259200","Fri Dec 11 12:50:00 PST 2020","","","3KWTYT0872DQJV628TD8XT1EG3L5LA","A2S64AUN7JI7ZS","Submitted","Fri Dec 04 12:50:07 PST 2020","Fri Dec 04 13:26:56 PST 2020","Mon Dec 07 13:26:56 PST 2020","","","","2209","100% (2/2)","0% (0/0)","0% (0/0)","0","1607116558958","715401"
"37VUR2VJ6BZV6PDJ4RDW302MNSUC1Z","3T5H7R2NRDVL4ADFNLS5R4MSF2YWZB","Play a word guessing game.","Watch someone spell out a word by stacking lettered blocks, and guess which word they are spelling. Get bonus payment if you guess correctly!","survey, experiment, psychology, questionnaire, study, game","$2.00","Fri Dec 04 12:50:00 PST 2020","9","BatchId:4270661;OriginalHitTemplateId:920937340;","3600","259200","Fri Dec 11 12:50:00 PST 2020","","","3JRJSWSMQJV9ZA96DO2B51DATATE36","A31R560IXODLDC","Submitted","Fri Dec 04 13:07:58 PST 2020","Fri Dec 04 13:16:24 PST 2020","Mon Dec 07 13:16:24 PST 2020","","","","506","0% (0/0)","0% (0/0)","0% (0/0)","0","1607116125693","136064"
"37VUR2VJ6BZV6PDJ4RDW302MNSUC1Z","3T5H7R2NRDVL4ADFNLS5R4MSF2YWZB","Play a word guessing game.","Watch someone spell out a word by stacking lettered blocks, and guess which word they are spelling. Get bonus payment if you guess correctly!","survey, experiment, psychology, questionnaire, study, game","$2.00","Fri Dec 04 12:50:00 PST 2020","9","BatchId:4270661;OriginalHitTemplateId:920937340;","3600","259200","Fri Dec 11 12:50:00 PST 2020","","","3GNA64GUZGE1ASMF0YL4EF08Q985QZ","A34UER5ZQ5APMB","Submitted","Fri Dec 04 12:50:10 PST 2020","Fri Dec 04 13:00:34 PST 2020","Mon Dec 07 13:00:34 PST 2020","","","","624","0% (0/0)","0% (0/0)","0% (0/0)","0","1607115201867","885297"
"37VUR2VJ6BZV6PDJ4RDW302MNSUC1Z","3T5H7R2NRDVL4ADFNLS5R4MSF2YWZB","Play a word guessing game.","Watch someone spell out a word by stacking lettered blocks, and guess which word they are spelling. Get bonus payment if you guess correctly!","survey, experiment, psychology, questionnaire, study, game","$2.00","Fri Dec 04 12:50:00 PST 2020","9","BatchId:4270661;OriginalHitTemplateId:920937340;","3600","259200","Fri Dec 11 12:50:00 PST 2020","","","39U1BHVTDN1BOTR33JR64NDBWLY3T5","A3I5PDW6RSPFRG","Submitted","Fri Dec 04 15:52:20 PST 2020","Fri Dec 04 16:02:48 PST 2020","Mon Dec 07 16:02:48 PST 2020","","","","628","0% (0/0)","0% (0/0)","0% (0/0)","0","1607125963924","145237"
"37VUR2VJ6BZV6PDJ4RDW302MNSUC1Z","3T5H7R2NRDVL4ADFNLS5R4MSF2YWZB","Play a word guessing game.","Watch someone spell out a word by stacking lettered blocks, and guess which word they are spelling. Get bonus payment if you guess correctly!","survey, experiment, psychology, questionnaire, study, game","$2.00","Fri Dec 04 12:50:00 PST 2020","9","BatchId:4270661;OriginalHitTemplateId:920937340;","3600","259200","Fri Dec 11 12:50:00 PST 2020","","","3018Q3ZVOK0YSZDW891LRGQZE9BARB","A3N0QZ9ZKUCTCQ","Submitted","Fri Dec 04 14:07:32 PST 2020","Fri Dec 04 14:32:23 PST 2020","Mon Dec 07 14:32:23 PST 2020","","","","1491","0% (0/0)","0% (0/0)","0% (0/0)","0","1607120613621","595062"
"37VUR2VJ6BZV6PDJ4RDW302MNSUC1Z","3T5H7R2NRDVL4ADFNLS5R4MSF2YWZB","Play a word guessing game.","Watch someone spell out a word by stacking lettered blocks, and guess which word they are spelling. Get bonus payment if you guess correctly!","survey, experiment, psychology, questionnaire, study, game","$2.00","Fri Dec 04 12:50:00 PST 2020","9","BatchId:4270661;OriginalHitTemplateId:920937340;","3600","259200","Fri Dec 11 12:50:00 PST 2020","","","3LOTDFNYA99YWMBQIJXJSG97343FWW","AD1WGUMVD6KED","Submitted","Fri Dec 04 12:50:07 PST 2020","Fri Dec 04 13:22:35 PST 2020","Mon Dec 07 13:22:35 PST 2020","","","","1948","0% (0/0)","0% (0/0)","0% (0/0)","0","1607116484782","117670"
"37VUR2VJ6BZV6PDJ4RDW302MNSUC1Z","3T5H7R2NRDVL4ADFNLS5R4MSF2YWZB","Play a word guessing game.","Watch someone spell out a word by stacking lettered blocks, and guess which word they are spelling. Get bonus payment if you guess correctly!","survey, experiment, psychology, questionnaire, study, game","$2.00","Fri Dec 04 12:50:00 PST 2020","9","BatchId:4270661;OriginalHitTemplateId:920937340;","3600","259200","Fri Dec 11 12:50:00 PST 2020","","","3SB5N7Y3O5EB2W600WAG360F3EOG0U","APGX2WZ59OWDN","Submitted","Fri Dec 04 12:50:10 PST 2020","Fri Dec 04 13:14:26 PST 2020","Mon Dec 07 13:14:26 PST 2020","","","","1456","100% (4/4)","0% (0/0)","0% (0/0)","0","1607115985491","144378"
"37VUR2VJ6BZV6PDJ4RDW302MNSUC1Z","3T5H7R2NRDVL4ADFNLS5R4MSF2YWZB","Play a word guessing game.","Watch someone spell out a word by stacking lettered blocks, and guess which word they are spelling. Get bonus payment if you guess correctly!","survey, experiment, psychology, questionnaire, study, game","$2.00","Fri Dec 04 12:50:00 PST 2020","9","BatchId:4270661;OriginalHitTemplateId:920937340;","3600","259200","Fri Dec 11 12:50:00 PST 2020","","","3MMN5BL1W1E7BY1JUMQUI9IJ2CK3MK","AWDU600NXZ26L","Submitted","Fri Dec 04 12:50:09 PST 2020","Fri Dec 04 12:56:46 PST 2020","Mon Dec 07 12:56:46 PST 2020","","","","397","100% (2/2)","0% (0/0)","0% (0/0)","0","1607115047337","905175"
"3WRAAIUSBK9F3B1ER62CSEGZS4NXA9","3T5H7R2NRDVL4ADFNLS5R4MSF2YWZB","Play a word guessing game.","Watch someone spell out a word by stacking lettered blocks, and guess which word they are spelling. Get bonus payment if you guess correctly!","survey, experiment, psychology, questionnaire, study, game","$2.00","Fri Dec 04 12:50:00 PST 2020","9","BatchId:4270661;OriginalHitTemplateId:920937340;","3600","259200","Fri Dec 11 12:50:00 PST 2020","","","3F0BG9B9MRXP6YRKF1HVPLH6GOJY79","A171RZ3O028XF6","Submitted","Fri Dec 04 12:50:07 PST 2020","Fri Dec 04 13:14:09 PST 2020","Mon Dec 07 13:14:09 PST 2020","","","","1442","0% (0/0)","0% (0/0)","0% (0/0)","0","1607115480159","905632"
